Querylength,domain_token_count,path_token_count,domainlength,pathLength,NumberofDotsinURL,URL_DigitCount,URL_Letter_Count,spcharUrl
0,3,2,15,1,2,0,13,0
0,2,2,19,9,2,0,26,0
0,3,5,22,19,3,0,39,3
0,2,1,26,13,1,1,37,0
0,3,3,16,14,2,0,26,1
13,2,2,11,19,1,3,23,3
93,3,3,11,103,4,5,93,17
0,2,12,10,72,1,6,64,7
0,3,8,15,42,4,7,41,1
0,3,13,15,70,2,8,63,7
0,2,9,23,48,2,6,56,4
0,3,3,14,22,3,0,31,1
29,3,3,14,57,6,1,62,5
0,3,2,16,1,2,0,14,0
0,2,21,14,103,2,8,92,15
0,3,6,15,25,2,5,28,1
0,2,5,9,82,1,26,42,24
0,2,13,7,67,2,15,50,10
11,3,6,16,57,2,9,61,4
0,2,3,12,31,1,6,34,0
0,3,2,15,13,2,3,21,1
0,2,6,9,28,2,4,27,0
0,3,6,14,29,2,0,36,3
0,2,1,14,13,1,0,26,0
0,2,12,12,81,1,10,75,8
0,4,4,16,23,4,1,32,1
11,2,4,18,28,2,3,37,4
0,3,4,13,41,2,2,46,4
0,4,1,32,0,3,0,29,0
0,3,2,23,11,2,0,31,0
0,3,5,21,28,3,5,38,6
25,3,5,20,49,3,3,63,3
0,3,21,10,163,3,13,138,9
0,2,1,16,0,1,0,15,0
0,3,2,17,10,2,0,24,1
0,2,1,16,0,1,0,15,0
0,2,6,11,28,3,0,33,3
0,2,4,12,51,2,10,53,1
0,13,4,71,119,10,15,164,5
0,3,2,14,11,2,3,19,0
0,3,3,16,18,3,0,30,1
0,3,4,18,27,2,6,34,2
17,5,2,18,18,3,7,20,6
0,2,5,19,89,2,7,88,8
0,2,9,17,59,2,9,57,5
13,2,2,11,19,1,1,26,2
0,2,6,21,21,3,3,33,2
0,2,4,11,23,1,0,30,2
0,2,10,10,64,1,0,64,5
0,2,12,16,64,1,7,65,11
0,2,1,25,0,1,0,24,0
0,2,1,21,0,1,0,20,0
51,2,3,8,61,2,3,59,10
81,4,3,22,91,3,5,93,17
0,3,2,14,5,3,0,20,1
0,3,3,16,17,2,0,29,1
0,3,2,29,14,3,0,44,1
13,2,2,11,19,1,2,25,2
0,2,4,11,25,1,3,27,3
0,3,4,24,19,2,0,36,3
0,4,3,20,47,3,23,44,2
0,4,2,20,5,3,0,20,1
9,3,3,21,23,3,3,36,2
0,4,3,21,19,4,0,35,0
13,2,2,11,19,1,3,24,2
24,12,5,122,99,15,50,153,1
0,2,7,11,41,1,0,45,4
10,3,3,9,22,3,7,19,2
0,2,22,22,100,15,12,87,1
0,2,5,19,27,2,2,35,3
0,2,7,16,37,2,0,46,5
0,5,2,50,76,3,32,93,3
0,2,1,16,0,1,0,15,0
0,2,19,9,69,1,42,21,16
0,2,6,20,43,1,0,57,3
0,2,10,19,47,1,6,50,4
0,2,3,13,19,2,4,29,1
171,2,2,11,177,2,21,138,33
0,3,2,21,10,3,0,32,1
0,3,3,16,14,2,0,26,1
0,4,9,23,51,2,8,55,7
0,3,4,16,28,2,0,39,2
0,2,2,23,1,1,0,22,0
0,2,3,15,16,2,0,28,1
0,3,10,11,49,2,2,47,4
0,3,2,22,1,2,0,20,0
265,7,5,45,299,3,50,268,19
135,2,4,9,149,5,5,118,25
0,2,6,6,29,1,0,29,3
6,2,4,13,32,2,0,40,2
0,2,4,16,21,2,0,33,1
0,2,13,18,87,1,6,86,11
0,2,3,9,15,1,0,21,2
0,2,6,10,29,2,1,32,1
77,3,3,25,87,3,5,94,15
0,3,8,11,52,3,0,54,5
52,2,3,9,62,2,2,62,10
0,2,21,10,84,2,8,69,19
168,3,3,15,178,3,26,158,11
0,2,5,9,102,1,6,88,13
0,4,3,11,15,4,9,16,1
139,4,3,24,149,3,23,128,24
0,3,3,22,11,4,1,32,1
92,2,8,28,136,2,43,107,8
55,3,2,19,56,1,0,65,9
0,3,4,24,23,2,2,40,1
0,2,3,15,18,2,6,24,0
0,2,2,19,1,1,0,18,0
0,2,2,20,1,1,0,19,0
0,2,2,8,1,1,0,7,0
0,2,2,14,9,1,0,21,0
0,2,3,12,25,1,0,34,0
0,4,3,15,14,4,13,15,1
13,2,2,11,19,1,2,24,3
0,2,9,14,57,1,0,62,6
0,2,2,6,11,1,0,15,1
0,2,3,13,19,1,0,29,0
0,2,6,22,25,2,0,41,2
0,2,5,12,27,2,0,34,1
0,2,4,11,30,1,1,36,2
0,2,4,10,48,1,17,37,0
0,2,1,25,0,1,0,24,0
0,3,7,25,44,2,13,48,3
0,4,2,17,4,3,0,17,0
0,5,2,28,1,1,0,24,3
0,2,6,10,44,1,0,48,1
0,5,4,41,21,5,4,50,1
62,5,5,32,81,8,0,94,6
0,3,4,16,24,2,0,33,4
0,4,2,40,1,2,0,37,1
0,2,9,11,56,2,5,53,5
0,2,2,15,1,1,0,14,0
0,2,2,9,73,1,26,34,25
0,2,4,10,25,1,11,20,0
0,2,1,11,9,1,0,19,0
0,2,4,10,26,1,4,28,1
0,4,2,18,6,4,14,9,2
40,2,3,11,72,5,2,63,6
0,3,5,16,34,2,0,42,5
0,3,7,23,46,4,0,61,1
0,3,4,13,21,3,14,15,2
0,2,4,10,28,1,6,28,1
0,3,11,22,89,3,3,92,6
0,3,3,27,15,2,0,38,1
0,3,2,19,10,3,2,24,0
0,4,6,19,27,4,0,42,4
10,4,4,18,25,3,7,29,2
0,3,5,16,33,2,1,42,2
0,3,1,20,0,1,0,18,1
0,2,6,9,40,1,17,26,1
0,3,3,15,11,2,0,22,0
0,3,5,18,23,3,0,39,3
0,5,2,32,1,2,0,32,3
0,3,2,10,1,2,0,8,0
0,2,9,19,42,2,7,45,5
141,3,3,18,151,3,9,138,24
0,2,6,12,27,1,7,26,1
0,3,4,20,24,2,0,39,1
0,4,3,14,15,4,11,17,1
0,12,3,59,14,9,2,58,3
53,4,3,16,63,4,2,66,12
0,3,3,17,15,1,0,32,3
0,5,5,22,25,5,0,39,1
0,3,6,19,38,3,1,49,1
0,2,5,12,31,2,0,38,2
0,2,8,10,40,1,0,42,3
0,2,9,10,45,2,0,46,4
0,6,1,46,0,2,7,34,3
0,2,2,10,11,1,9,10,1
0,3,3,20,13,2,0,29,1
0,2,14,7,72,1,19,47,15
0,3,2,17,9,2,0,23,0
0,2,2,14,1,1,0,13,0
0,3,2,22,11,3,0,34,1
0,3,5,11,27,3,0,36,2
0,2,3,15,15,1,0,26,1
23,5,3,33,34,3,3,58,8
9,2,4,20,28,2,4,39,3
0,2,4,10,27,2,0,33,0
0,2,2,12,14,1,3,20,1
0,3,2,18,1,2,0,16,0
0,2,2,12,12,1,3,24,1
0,2,3,13,19,2,1,28,0
0,3,1,12,12,1,0,22,1
91,4,3,21,101,4,9,96,18
0,2,4,19,31,1,0,46,2
0,4,2,27,10,4,0,37,1
23,4,3,21,33,3,4,40,7
0,2,4,17,17,2,1,33,2
0,3,3,16,16,2,0,28,1
0,4,4,17,23,3,0,34,1
0,2,1,21,0,1,0,20,0
0,2,2,17,1,1,0,16,0
0,2,9,20,80,1,16,75,0
29,2,3,13,54,1,2,60,8
0,2,6,19,42,2,7,48,2
136,3,3,24,146,3,12,134,26
0,10,6,71,33,12,18,76,1
0,5,9,25,46,3,17,42,7
0,2,3,10,8,1,4,11,0
95,2,3,10,105,2,6,95,17
0,3,7,9,26,3,6,21,0
0,3,11,17,69,2,6,68,8
0,3,6,13,35,2,0,41,2
11,2,2,13,12,1,5,18,1
0,3,3,22,24,3,0,42,0
77,2,3,26,87,2,5,96,15
0,3,2,16,1,1,0,14,1
0,3,4,14,24,2,0,33,0
0,2,5,9,31,1,0,35,2
0,3,16,10,86,4,4,85,9
0,3,4,22,23,2,0,40,1
0,2,6,7,36,2,0,37,1
88,2,6,22,143,2,65,89,6
0,3,10,13,46,2,4,48,9
0,4,3,17,16,4,0,28,0
73,2,10,15,110,1,10,95,22
0,2,4,11,25,2,0,32,0
0,3,2,15,9,3,0,21,0
0,2,2,15,13,2,0,26,0
0,3,3,18,11,3,4,21,0
0,3,5,20,40,3,0,54,0
0,2,7,12,42,2,0,47,4
38,2,5,10,76,2,9,67,6
0,3,2,14,12,2,4,19,0
0,3,2,26,7,3,0,34,1
41,3,5,15,68,3,7,69,7
0,6,1,48,0,5,1,42,0
0,2,1,16,0,1,0,15,0
0,2,1,6,5,1,0,10,0
0,3,7,28,36,2,8,48,2
0,3,2,39,1,2,0,37,0
0,2,2,16,14,1,0,27,1
0,4,6,19,37,3,5,43,2
0,2,5,12,41,1,11,37,2
49,2,3,17,67,2,6,68,8
0,2,13,12,71,1,8,66,8
0,4,13,19,102,5,15,95,5
0,2,8,21,40,2,0,53,1
204,4,3,21,214,4,32,195,9
0,2,1,10,15,1,7,17,0
0,2,3,9,16,2,0,26,2
38,3,3,17,67,3,4,70,7
0,2,15,14,104,2,3,100,10
60,4,3,13,70,3,6,64,15
0,2,10,12,55,2,0,57,5
48,3,3,22,58,3,0,73,9
0,2,2,10,12,1,10,10,1
0,3,3,14,9,2,0,19,0
56,4,3,18,66,3,3,70,13
0,4,3,13,20,4,10,22,1
0,3,5,27,31,3,7,49,3
0,3,11,27,54,2,10,59,6
0,3,3,15,10,1,0,26,2
26,3,7,16,63,3,2,71,5
0,2,2,19,1,1,0,18,0
0,2,6,9,22,1,8,17,1
0,2,1,11,4,1,0,14,0
0,3,2,19,11,3,0,27,0
0,2,6,7,141,1,57,50,42
12,7,6,36,45,6,10,58,5
0,2,4,14,18,2,0,28,0
0,2,2,23,11,1,0,32,1
0,2,8,14,53,1,19,40,1
0,2,3,15,32,2,2,41,2
0,2,2,17,11,2,0,26,0
0,2,6,10,41,1,0,45,3
0,5,5,41,34,5,4,62,3
23,7,8,39,44,7,11,54,7
87,3,3,15,97,3,5,92,17
0,3,2,14,12,2,4,19,0
0,3,12,27,55,2,14,55,7
0,2,7,15,74,4,12,68,8
0,3,2,27,1,2,0,25,0
0,3,2,14,1,2,1,11,0
0,3,3,14,20,2,0,30,1
47,2,3,10,79,5,2,69,6
0,3,2,20,19,2,0,36,0
0,3,4,16,26,2,0,41,1
0,2,5,15,28,1,2,40,1
0,2,15,14,52,2,6,45,12
0,3,3,16,17,2,0,29,1
0,2,1,12,0,1,0,11,0
0,3,5,30,22,3,6,40,1
0,2,2,18,1,1,0,17,0
0,5,1,45,0,3,0,41,1
0,3,3,21,15,1,0,32,2
0,3,2,16,13,3,0,26,0
73,2,4,12,92,2,10,79,12
0,2,3,8,15,1,7,13,0
0,3,6,12,22,3,6,21,0
0,2,9,24,55,1,0,70,6
0,2,5,14,40,1,0,49,2
0,2,4,12,23,1,0,31,1
38,5,3,30,48,3,5,65,10
0,3,3,28,25,2,0,49,0
0,3,2,22,10,3,9,20,0
0,4,1,25,0,1,0,22,2
42,2,10,7,108,2,6,97,6
0,3,16,15,57,4,28,31,11
0,2,8,13,45,1,9,41,5
0,2,3,10,17,1,0,24,1
0,2,1,22,0,1,0,21,0
0,4,3,17,11,3,0,23,0
0,2,10,12,106,1,25,82,5
6,2,4,17,22,2,3,31,3
0,2,5,11,36,1,0,42,4
58,2,4,14,73,2,2,75,7
0,2,4,14,25,1,2,33,2
0,3,5,14,35,2,15,28,1
0,3,2,14,12,2,4,19,0
0,3,4,18,32,3,0,45,1
0,3,4,9,22,3,9,17,0
39,4,3,26,49,3,0,67,10
0,2,5,7,26,2,3,25,0
0,2,8,10,43,1,0,45,6
0,2,4,8,29,1,0,33,0
0,2,13,24,74,3,19,66,10
0,3,3,16,19,2,0,31,1
50,3,2,22,51,3,5,63,2
0,2,2,25,9,2,0,32,0
0,2,2,25,10,2,0,33,0
0,2,1,21,0,1,0,20,0
0,5,3,29,18,2,2,43,4
0,2,5,16,24,2,2,33,1
0,2,7,22,36,2,0,51,3
0,2,9,21,60,2,7,65,5
50,3,6,19,93,3,12,86,9
0,3,4,13,20,3,1,27,0
0,4,13,25,82,4,4,92,8
0,2,2,16,13,1,5,22,0
0,2,8,14,47,1,0,53,5
0,2,3,16,18,1,0,31,2
0,3,5,13,29,3,11,25,0
0,3,1,23,23,2,0,41,3
0,2,10,10,68,1,6,62,6
24,3,6,14,122,4,26,91,10
50,4,4,19,65,4,4,70,10
0,2,2,8,1,1,0,7,0
0,2,25,10,154,1,6,137,21
29,3,3,13,76,6,2,75,9
14,4,4,18,31,3,5,37,2
0,2,15,18,92,1,12,87,14
0,3,1,26,0,2,7,17,0
13,2,2,11,19,1,2,25,2
0,6,1,55,0,5,4,46,0
34,8,6,36,53,6,25,47,7
0,2,3,10,24,1,0,31,1
0,4,11,15,52,3,5,53,7
43,2,3,15,52,2,8,61,2
0,4,2,24,30,2,4,43,5
0,2,2,23,1,1,0,22,0
0,3,1,26,0,2,0,24,0
0,3,3,17,15,2,0,28,0
0,4,2,26,9,3,0,35,2
8,3,3,19,16,3,2,32,3
0,4,4,22,34,3,11,43,3
0,2,1,10,16,1,0,24,1
0,2,2,20,14,1,5,26,2
0,4,4,19,18,4,0,31,1
0,9,1,59,0,8,0,51,0
0,2,3,17,10,1,0,24,1
7,2,2,14,8,1,5,14,2
0,2,2,33,1,1,0,32,0
11,3,2,21,12,2,6,23,2
0,2,3,14,21,2,0,32,0
0,2,19,18,122,1,7,118,13
0,3,3,23,15,3,0,34,0
0,7,2,57,1,3,0,51,3
0,2,2,10,11,1,9,10,1
0,3,2,15,13,2,0,25,0
0,2,5,18,39,2,0,56,2
68,3,3,17,78,3,4,79,14
0,2,16,14,81,1,15,68,12
0,2,4,11,21,1,0,28,2
0,3,1,13,4,2,0,15,0
55,3,3,15,65,3,4,66,12
0,2,2,10,13,1,0,21,1
0,2,6,12,44,1,15,35,3
0,2,16,16,86,1,8,78,11
0,2,6,11,41,2,0,46,1
0,2,4,11,17,3,3,21,1
0,2,12,15,62,1,2,67,10
0,2,7,8,31,2,7,25,5
0,2,5,23,62,2,23,57,1
0,4,2,18,12,2,1,25,1
0,2,2,9,64,1,27,27,22
97,2,2,19,98,1,0,102,13
0,2,6,12,23,1,7,22,1
0,2,2,27,1,1,0,26,0
0,2,1,12,0,1,0,11,0
0,3,4,25,22,2,0,42,2
0,3,5,14,33,3,0,41,0
6,2,13,10,64,1,6,55,7
0,2,2,9,55,1,24,24,19
30,2,3,24,43,2,7,52,6
0,2,9,12,52,1,7,48,7
0,2,12,8,68,1,0,68,11
0,2,5,8,37,1,5,35,3
0,3,2,20,10,2,0,27,0
67,2,3,13,77,3,8,73,11
0,3,7,26,38,3,6,50,3
0,2,15,14,99,2,8,94,9
60,2,16,20,149,9,18,130,8
60,2,5,18,88,2,19,83,5
17,3,2,16,28,2,3,33,6
13,2,2,11,19,1,3,23,3
0,2,2,12,19,2,0,29,0
0,2,4,14,21,1,1,30,1
193,4,10,45,248,4,68,190,33
0,3,2,14,1,2,0,12,0
0,2,3,22,17,1,0,36,0
0,2,11,20,71,1,6,74,8
33,3,5,21,61,3,3,72,7
0,5,4,41,25,5,1,57,1
0,2,21,16,113,1,9,99,15
0,2,6,17,29,1,8,32,1
0,3,8,29,38,3,6,52,4
5,3,3,21,16,3,3,33,3
0,2,4,13,21,2,0,30,2
0,2,5,13,51,2,8,49,2
0,4,4,27,24,4,0,45,0
0,6,1,34,5,3,0,39,3
11,2,15,10,81,1,8,71,12
0,3,3,16,21,2,0,33,1
0,2,2,9,82,1,33,33,28
0,4,3,13,23,4,13,22,1
156,2,8,13,222,2,83,138,8
0,3,1,15,0,1,0,13,1
9,3,4,13,27,3,5,32,5
0,2,11,10,61,1,0,60,5
0,2,2,12,1,1,0,11,0
14,3,4,17,48,2,0,63,4
0,3,5,12,51,3,0,57,0
0,2,2,18,17,2,1,32,0
0,2,2,16,1,1,0,15,0
0,4,6,15,48,3,8,51,4
0,4,3,14,15,3,4,19,1
0,2,6,12,25,1,6,25,1
0,2,2,14,4,1,0,16,0
153,19,6,162,254,20,167,222,5
0,2,4,11,24,1,0,31,3
0,2,4,10,29,1,10,25,0
0,2,4,10,28,1,11,23,0
0,2,5,13,27,2,0,35,2
26,3,3,15,36,3,3,44,6
0,3,2,26,1,2,0,24,0
0,2,2,6,15,1,0,19,1
69,2,3,13,79,2,5,76,14
78,4,3,18,88,3,6,87,15
0,2,13,10,76,1,4,73,8
0,3,2,13,4,2,0,14,0
0,2,11,19,64,1,11,61,7
0,3,7,16,40,2,0,48,3
0,2,3,15,17,1,0,29,0
56,3,3,15,66,3,5,66,12
31,3,6,11,82,3,6,76,6
0,2,3,21,18,1,0,36,1
0,3,7,18,57,3,0,67,1
0,3,4,21,41,2,25,36,1
4,3,3,17,13,3,1,24,2
0,2,3,8,16,1,7,14,0
0,2,7,10,41,1,5,39,4
0,2,2,26,1,1,0,25,0
77,3,3,23,87,3,10,88,14
0,2,19,6,102,1,5,88,16
26,2,6,15,65,2,2,69,5
0,2,2,21,1,1,0,20,0
0,3,3,19,21,3,0,40,1
43,3,7,16,85,1,7,83,13
0,3,3,13,17,2,10,16,0
0,2,1,19,9,1,0,31,1
9,3,4,17,23,3,6,28,2
13,2,13,11,82,1,8,74,11
0,4,2,22,22,4,0,44,1
61,3,5,16,86,3,6,80,17
0,4,3,19,15,4,0,33,2
44,2,5,11,66,2,5,68,6
0,3,5,23,20,2,0,37,2
0,2,2,12,12,1,1,26,1
42,3,3,14,50,4,1,51,3
0,2,10,15,63,2,18,52,9
198,4,3,23,208,4,25,198,9
0,3,6,31,59,3,24,63,3
5,5,2,32,6,2,3,29,4
0,3,15,13,84,3,8,77,11
53,8,5,36,76,8,1,92,8
39,2,7,10,82,2,16,64,7
0,2,4,12,24,1,0,32,1
0,2,1,25,0,1,0,24,0
0,3,7,18,65,3,3,76,3
11,3,4,22,27,2,4,39,3
0,2,8,6,88,2,21,59,13
0,2,13,20,77,1,0,84,11
0,2,7,6,48,1,6,41,3
0,2,15,7,79,1,6,69,13
0,3,2,13,8,2,0,17,1
70,2,3,13,80,3,3,79,13
0,3,2,18,14,3,0,29,0
0,3,3,14,64,1,1,68,12
0,6,3,35,42,6,16,58,1
0,2,5,27,48,1,25,45,2
0,3,2,15,18,2,0,30,0
0,2,9,14,60,2,7,58,3
0,2,5,17,21,2,4,29,3
0,2,10,15,70,2,12,63,8
0,2,2,9,14,1,0,21,1
0,4,3,15,13,3,0,23,0
0,2,8,10,214,1,35,121,69
0,2,16,18,80,1,10,72,11
16,4,7,17,78,3,33,50,4
0,3,4,21,30,3,0,50,3
0,3,11,17,92,3,0,97,1
0,3,3,24,22,3,0,42,0
0,2,5,15,18,2,2,26,0
0,4,2,18,12,3,0,30,2
73,3,2,17,82,2,25,69,9
0,2,7,12,64,2,8,60,2
0,2,11,19,66,1,0,74,8
0,4,2,22,10,2,0,32,2
0,5,3,18,13,4,2,23,0
0,4,2,15,11,3,12,14,1
0,2,12,11,70,2,1,68,8
0,2,3,9,20,2,0,26,0
0,2,2,13,10,2,0,21,0
0,2,7,21,42,2,2,58,4
0,3,2,13,4,2,1,13,0
0,2,4,23,16,2,0,39,2
0,4,5,21,23,2,0,37,5
0,6,1,24,0,2,0,19,3
6,2,2,16,7,1,1,19,2
0,3,8,13,51,2,0,60,2
0,2,3,14,28,2,0,39,0
0,2,11,7,69,1,7,62,9
0,2,3,15,14,1,0,26,0
0,2,2,21,12,2,0,31,0
0,2,4,15,28,2,0,39,2
0,2,6,9,37,1,1,39,3
0,2,10,8,59,1,0,57,6
0,2,5,19,31,2,0,44,2
0,3,2,16,8,2,0,21,1
0,2,6,10,46,1,10,40,3
0,2,5,7,20,1,2,19,2
30,2,5,10,64,2,9,56,5
0,2,1,11,0,1,2,8,0
0,2,3,12,19,2,8,25,1
10,3,3,14,23,3,7,25,2
0,3,2,22,21,2,9,31,0
0,2,12,10,69,1,12,59,10
0,3,2,14,10,3,0,25,1
0,2,1,13,0,1,0,12,0
0,2,4,11,33,1,0,40,2
0,2,6,10,40,2,5,39,3
0,3,5,22,37,2,0,57,4
0,2,4,19,22,2,0,37,1
0,2,1,11,10,1,0,20,0
0,2,4,13,16,1,0,25,1
0,2,3,18,16,2,1,30,0
0,3,3,14,37,2,0,51,2
0,2,2,6,11,1,0,15,1
0,2,1,12,11,1,0,22,0
41,2,3,16,73,5,1,80,3
0,3,2,14,11,2,3,19,0
0,3,1,24,0,2,3,19,0
0,2,3,15,17,2,0,29,0
0,3,7,16,36,3,0,44,3
0,2,3,13,18,2,2,26,0
0,2,4,23,53,1,16,56,1
8,3,3,19,22,3,0,36,2
0,2,10,20,68,1,3,79,7
0,2,7,20,42,2,2,53,4
0,3,3,13,13,3,0,22,0
0,2,1,11,0,1,0,10,0
47,3,3,14,57,3,4,59,10
0,3,2,14,11,2,3,19,0
0,3,2,17,16,3,0,30,0
0,2,5,12,25,1,4,28,3
0,3,2,17,9,2,0,23,0
0,3,2,16,9,2,0,22,0
49,4,3,19,59,4,2,67,10
0,4,2,18,5,4,0,23,1
70,2,4,12,127,11,24,103,5
0,2,2,15,1,1,0,14,0
13,2,2,11,19,1,1,26,2
0,2,5,10,38,1,0,43,3
9,3,4,22,29,3,4,39,4
0,2,4,10,28,1,0,34,1
0,2,2,12,12,1,0,27,1
20,2,2,10,21,1,4,22,2
0,4,9,21,43,3,8,45,4
0,2,8,18,61,3,5,72,4
0,3,3,15,17,3,0,28,0
0,3,1,30,47,2,8,57,10
0,2,12,11,77,1,7,73,11
13,2,2,11,19,1,2,23,4
0,2,3,12,20,2,3,31,1
0,2,4,12,37,1,14,29,3
0,2,2,24,1,1,0,23,0
0,3,2,20,13,2,0,30,0
0,2,3,18,75,2,9,73,9
0,3,2,19,8,3,0,24,0
144,3,3,17,154,3,5,140,28
5,2,3,15,14,2,2,23,2
0,2,2,9,73,1,29,31,25
0,2,4,10,26,1,2,29,3
0,3,6,13,38,2,11,33,0
0,2,3,12,30,2,0,39,0
17,5,3,19,31,4,1,44,6
0,2,5,27,48,1,32,38,2
0,2,10,12,61,1,7,56,8
0,2,3,11,16,2,2,22,0
0,2,4,7,17,2,0,20,0
0,2,2,7,1,1,0,6,0
9,2,5,14,55,1,9,52,5
146,3,6,16,170,3,48,125,13
0,2,3,12,19,2,4,24,0
0,3,5,14,25,3,1,32,0
0,3,3,16,22,2,0,34,1
0,2,2,24,1,1,0,23,0
0,7,1,54,0,6,10,38,0
0,3,5,16,31,2,4,37,3
0,2,5,14,19,1,1,27,2
0,3,7,28,37,3,6,51,3
0,2,6,7,32,2,0,33,1
0,4,3,15,38,2,0,52,2
0,3,2,14,11,2,3,19,0
0,2,8,9,131,1,47,53,41
16,2,3,13,26,2,1,33,3
0,3,6,29,31,3,6,47,2
48,3,3,18,80,6,5,72,8
0,3,2,20,1,2,2,16,0
0,2,16,12,100,1,11,85,11
0,2,5,14,28,1,0,37,2
0,2,9,8,57,2,7,49,5
0,2,4,12,36,1,15,29,1
0,2,6,15,71,2,21,54,12
0,3,2,15,6,2,0,18,0
0,2,3,16,20,1,0,33,1
0,2,15,12,92,1,7,86,14
0,2,5,23,38,2,4,52,2
0,2,14,11,81,1,8,70,10
0,2,2,10,12,1,10,10,1
0,2,8,17,49,2,3,59,5
0,2,5,11,22,1,1,27,3
0,3,3,18,14,2,1,32,1
0,2,11,12,64,1,10,59,7
33,2,3,9,47,2,4,45,5
0,2,5,8,36,1,0,39,3
0,2,2,11,1,1,0,10,0
95,4,3,24,105,3,6,106,19
0,4,3,22,19,4,0,36,0
0,4,5,19,23,4,1,33,2
0,2,2,18,1,1,0,17,0
0,5,3,41,17,5,3,48,1
0,2,2,8,31,1,0,35,2
0,3,3,16,13,2,1,24,1
0,3,12,17,83,2,3,88,11
11,2,9,15,53,2,11,45,4
0,3,4,27,26,3,0,52,1
0,2,8,14,48,3,4,54,1
0,4,2,42,1,2,0,39,1
0,3,5,23,30,3,4,43,2
0,2,2,18,1,1,0,17,0
0,3,2,14,11,2,3,19,0
0,4,4,25,25,2,0,44,4
0,3,2,35,12,3,1,43,0
0,2,6,16,27,1,8,29,1
31,4,3,28,43,5,3,57,6
0,2,3,13,27,2,0,37,0
0,2,4,11,25,1,2,28,3
0,3,2,15,17,3,0,29,0
0,4,1,15,0,3,0,12,0
0,2,2,18,1,1,0,17,0
0,2,4,14,23,1,0,33,1
0,2,3,8,22,2,0,27,0
0,3,2,14,12,2,4,19,0
0,3,2,16,6,2,0,19,0
0,2,4,12,28,2,0,36,0
0,4,1,15,0,1,0,12,2
0,3,6,22,46,3,2,59,2
130,4,3,36,140,4,29,124,18
0,2,3,11,8,1,5,11,1
5,2,3,17,18,2,2,29,2
238,2,2,11,243,2,73,117,68
0,4,2,20,6,4,16,9,2
0,2,3,14,15,2,0,26,0
0,2,1,13,0,1,0,12,0
0,3,2,14,12,2,4,19,0
0,4,3,13,10,5,11,11,1
0,2,2,8,1,1,0,7,0
0,3,5,16,28,2,4,34,3
0,4,2,20,20,2,0,40,2
0,2,14,10,86,2,9,73,10
0,4,5,16,31,4,6,34,0
0,3,2,14,6,3,2,15,0
23,7,8,39,44,7,11,54,7
0,4,2,25,1,2,0,22,1
0,3,2,19,6,2,0,22,0
0,3,2,25,1,1,0,23,1
0,2,6,8,44,1,0,46,4
55,3,3,12,65,3,4,63,12
0,2,2,10,12,1,0,20,0
0,3,2,15,13,2,3,21,1
0,3,14,20,87,2,7,85,7
0,2,14,6,88,1,10,74,10
5,2,7,14,50,2,7,49,5
0,2,2,11,9,1,0,18,1
18,2,4,8,29,2,0,30,4
0,3,5,20,31,2,1,44,1
0,2,10,6,82,1,8,74,6
0,2,3,8,15,1,7,13,0
0,2,2,11,1,1,0,10,0
0,3,3,17,23,2,1,35,0
0,3,2,9,16,2,0,22,1
25,3,3,13,36,3,7,37,7
0,3,5,24,10,3,0,28,1
0,2,8,23,63,3,2,80,3
0,2,8,17,54,2,5,58,4
15,3,3,15,25,3,2,31,4
0,4,6,18,32,4,0,46,4
0,4,7,14,38,4,2,45,4
0,2,3,19,23,2,0,43,2
14,4,8,21,67,6,0,74,6
0,2,2,13,15,1,0,25,1
0,3,4,11,25,3,9,22,0
0,2,3,21,13,1,0,31,1
0,3,3,20,13,2,0,29,1
0,3,2,15,9,2,0,21,1
0,2,10,6,75,1,1,74,6
0,2,1,12,0,1,0,11,0
0,2,5,14,36,1,6,39,1
0,2,2,15,1,1,0,14,0
0,3,3,16,21,2,0,31,3
0,2,4,14,28,2,0,42,1
0,2,2,25,1,1,0,24,0
30,3,4,12,53,2,3,58,5
0,4,2,15,1,1,0,12,2
0,4,3,28,7,3,0,34,1
0,2,8,19,56,2,7,60,4
0,2,4,12,17,1,0,25,1
0,4,3,17,13,3,0,29,3
0,2,3,17,17,2,0,31,0
0,2,3,18,8,1,0,23,0
0,2,4,12,25,1,11,22,1
0,2,11,12,85,7,15,76,1
0,2,2,22,13,2,0,33,0
0,2,2,16,21,1,0,35,0
0,3,3,17,22,3,2,33,0
0,3,6,18,37,3,6,42,1
0,2,3,14,11,1,0,26,1
0,3,2,31,1,2,3,26,0
0,2,2,9,82,1,35,31,28
0,3,2,32,11,3,0,40,0
0,3,7,21,43,4,0,60,1
0,2,7,8,40,2,7,34,5
48,2,2,12,55,1,1,55,10
0,2,18,13,82,1,2,79,17
0,2,6,15,64,3,10,62,7
0,3,7,15,33,2,0,40,4
0,3,12,16,58,2,2,56,8
0,2,3,12,31,2,1,39,1
0,3,3,20,15,3,0,35,1
0,4,2,19,6,4,15,9,2
0,3,2,18,7,2,0,22,0
0,3,9,23,56,3,4,69,5
0,2,4,12,29,1,8,29,2
0,4,3,13,23,4,11,24,1
0,2,3,13,19,2,3,30,1
0,2,5,14,27,1,0,36,3
0,3,2,16,10,3,0,27,1
0,2,13,11,70,1,0,72,11
36,3,2,14,63,5,1,61,4
0,5,4,41,27,5,3,57,1
0,2,2,17,12,2,0,27,0
