Querylength,domain_token_count,path_token_count,domainlength,pathLength,NumberofDotsinURL,URL_DigitCount,URL_Letter_Count,spcharUrl
0,2,9,11,58,2,7,53,5
16,2,12,15,82,1,6,82,11
47,4,3,24,57,4,4,68,10
34,3,2,31,46,3,1,72,6
0,2,2,13,12,2,0,23,0
0,2,6,8,50,2,0,52,1
0,2,2,14,1,1,3,10,0
0,2,2,13,12,1,3,19,1
0,2,3,13,19,2,2,31,1
47,2,3,10,57,2,4,56,10
0,2,5,9,27,1,10,21,1
0,3,2,19,10,3,0,26,0
0,3,16,23,101,2,1,106,13
0,2,7,24,41,1,8,50,2
0,3,6,25,35,3,0,57,2
74,2,5,11,99,2,27,77,3
0,3,3,13,15,3,0,24,0
73,3,3,20,83,3,5,86,14
0,3,6,10,31,3,0,34,2
0,2,1,14,0,1,0,13,0
0,3,3,11,20,2,0,27,0
0,2,7,9,34,2,12,24,2
0,2,8,13,50,2,0,55,3
0,2,4,13,18,2,0,27,1
0,2,4,14,22,1,0,32,2
0,2,4,12,28,2,0,36,0
0,2,2,11,11,2,1,23,1
55,2,4,13,69,2,12,56,11
16,2,6,14,56,2,10,53,2
0,3,2,16,9,3,0,22,0
47,2,3,16,57,2,4,62,10
0,2,4,8,21,1,12,13,0
0,2,2,6,14,1,0,16,3
60,3,18,26,153,3,18,137,19
0,2,8,8,48,1,0,48,5
0,2,2,13,1,1,0,12,0
92,3,3,21,102,3,15,93,17
0,2,2,8,1,1,0,7,0
0,3,2,11,7,2,1,14,0
0,2,11,11,76,1,0,80,5
0,2,2,9,8,1,3,12,0
0,4,1,23,0,1,0,20,2
0,2,1,21,22,1,0,40,2
0,2,4,11,31,1,6,32,1
0,2,5,11,53,2,8,51,3
0,3,7,25,49,2,0,66,0
0,2,11,17,61,2,0,72,10
67,2,3,10,77,2,4,73,13
59,3,5,27,83,3,1,99,11
0,4,2,28,1,1,0,25,2
0,2,3,16,37,1,18,36,1
0,3,6,16,25,2,15,19,3
0,3,7,20,45,2,19,38,1
0,4,1,23,0,2,0,20,1
0,2,3,16,18,1,0,31,2
0,2,2,17,13,1,0,28,0
0,3,5,19,29,3,1,41,2
0,2,3,14,16,2,0,27,0
0,2,4,8,30,1,3,31,2
0,2,1,23,0,1,0,22,0
0,2,8,15,35,1,8,34,3
0,2,7,10,45,1,10,38,4
0,2,13,10,78,1,1,74,11
0,2,3,8,30,1,4,30,1
0,3,4,16,23,2,0,32,4
38,3,4,17,56,3,22,45,2
9,2,3,14,26,2,6,30,2
0,3,3,23,21,3,0,39,1
0,3,2,15,18,2,0,30,0
0,4,3,20,20,3,5,35,2
0,2,2,10,5,1,0,13,0
0,2,3,11,22,1,4,26,2
0,2,9,18,48,3,3,54,4
0,2,4,23,16,1,0,35,2
0,2,3,10,55,2,0,55,7
61,6,5,27,81,8,1,84,11
0,3,2,21,1,1,0,19,1
0,4,2,19,6,4,15,9,2
0,2,1,21,0,1,0,20,0
0,3,2,22,11,2,1,29,0
107,3,3,14,117,5,7,107,17
0,2,5,10,29,1,4,30,3
0,3,2,24,16,2,11,26,0
0,2,2,9,46,1,18,24,16
0,2,7,7,132,1,47,56,37
0,2,2,22,1,1,0,21,0
0,4,4,21,32,3,0,51,2
0,5,3,41,17,5,3,48,1
0,2,4,17,18,3,0,31,0
0,2,3,27,17,2,6,39,1
0,2,7,10,44,1,3,44,4
157,4,3,17,167,3,11,149,26
73,3,3,21,83,3,6,86,14
61,2,2,11,67,1,17,55,10
0,3,5,14,35,3,14,29,0
0,2,2,20,1,1,0,19,0
0,2,2,15,1,1,0,14,0
0,3,13,24,94,2,6,98,9
0,3,2,14,12,2,4,19,0
0,3,2,17,1,2,0,15,0
0,2,11,15,78,1,8,78,8
0,4,2,20,8,4,0,24,0
0,4,3,13,15,4,10,17,1
0,5,2,20,1,2,0,16,2
0,2,7,12,38,1,5,38,0
0,4,6,22,55,3,0,73,2
0,2,13,25,64,1,6,74,9
16,2,4,20,39,2,2,52,2
58,3,3,12,68,3,2,68,12
0,2,12,10,70,2,0,68,6
0,2,9,8,51,2,7,43,7
13,2,2,11,19,1,2,25,2
0,3,3,15,25,2,0,40,2
0,4,2,23,18,3,0,37,1
0,2,2,29,1,1,0,28,0
0,2,2,9,30,1,0,35,2
103,2,3,11,113,2,10,99,18
0,3,7,12,51,2,10,45,4
0,2,5,12,31,2,0,38,3
29,4,3,17,79,5,1,78,9
0,2,3,13,13,2,0,23,1
0,2,2,12,12,1,1,26,1
0,3,13,16,73,5,19,56,1
0,3,2,13,6,2,0,16,0
48,2,3,23,58,2,5,69,10
10,2,4,21,27,2,1,42,2
291,7,5,45,325,3,51,288,23
0,2,4,26,25,2,0,47,2
0,7,1,47,0,5,0,41,1
0,3,12,17,59,3,2,61,7
19,2,4,17,38,2,3,45,4
0,2,13,21,80,2,13,75,9
0,2,10,7,40,1,8,29,5
20,2,3,8,30,2,3,29,4
45,2,3,23,55,2,2,69,10
0,2,5,15,20,1,0,30,4
0,2,2,14,1,1,0,13,0
0,2,2,22,1,1,0,21,0
0,2,3,8,13,2,0,18,0
0,2,5,16,32,2,0,43,2
0,3,2,26,11,3,4,30,0
22,2,13,10,93,1,8,85,14
0,4,7,19,47,5,2,59,3
0,3,13,23,77,3,1,85,7
10,2,12,19,188,2,28,153,16
11,2,5,14,44,2,0,52,3
47,3,3,26,57,3,4,71,10
60,3,3,21,70,3,4,77,12
94,3,3,14,111,1,59,55,9
0,2,1,13,0,1,0,12,0
73,4,3,23,83,5,8,84,14
0,2,9,14,59,1,3,65,7
0,2,7,10,41,1,4,40,4
0,2,16,8,82,1,6,72,13
0,3,3,17,24,3,0,41,1
0,2,6,13,39,1,5,41,2
0,5,2,39,10,3,0,48,3
0,2,2,24,1,1,0,23,0
0,2,2,11,1,1,4,6,0
0,2,12,16,56,1,9,51,7
0,2,10,15,64,1,23,50,1
0,2,3,17,26,2,1,39,1
0,3,3,19,19,2,0,34,1
63,3,3,14,73,3,4,73,12
0,2,1,11,13,1,0,23,0
0,4,9,19,56,3,10,54,6
0,2,6,16,38,2,10,38,0
0,2,4,16,15,3,0,27,0
0,2,4,15,25,1,8,28,2
0,2,3,9,39,1,2,41,2
0,3,3,29,24,3,0,49,1
0,2,21,14,105,2,11,91,15
0,2,5,12,33,2,9,31,2
0,3,6,13,34,2,0,40,4
0,2,7,16,68,2,20,61,1
16,2,3,25,29,2,6,42,4
0,4,2,13,9,4,12,10,1
0,3,2,10,1,1,0,8,1
0,2,15,17,87,1,0,93,12
0,2,6,12,75,1,33,48,3
0,3,2,14,12,2,4,19,0
418,6,4,45,439,6,92,352,39
0,2,3,10,14,1,0,21,2
8,2,4,9,24,3,6,26,2
0,2,1,12,15,1,0,26,0
47,3,4,15,84,7,3,76,6
0,2,2,23,12,1,0,33,0
0,2,2,17,10,2,0,25,0
0,3,1,18,0,2,4,12,0
101,2,3,19,111,2,9,104,20
0,4,3,20,22,3,5,37,2
0,2,3,14,16,2,4,28,1
0,2,2,33,1,1,0,32,0
61,4,3,13,71,3,6,64,16
0,3,7,16,46,2,9,45,3
0,2,3,9,28,1,2,32,0
0,2,2,10,1,1,0,9,0
0,2,7,18,48,4,10,49,2
0,2,4,8,21,1,12,13,0
13,2,2,11,19,1,3,24,2
51,2,3,16,61,3,1,69,9
0,4,12,21,67,1,6,68,12
0,3,10,27,49,2,8,57,5
0,3,10,25,57,2,9,62,7
0,2,11,15,61,2,5,60,8
87,4,3,24,97,3,7,101,15
48,4,3,14,58,4,5,58,10
0,2,3,21,21,1,0,39,1
0,3,4,13,29,3,1,36,0
13,2,2,11,19,1,4,23,2
0,2,9,10,76,1,6,75,8
0,3,7,15,53,2,0,60,3
0,14,4,75,119,11,26,156,5
0,3,25,24,148,3,11,135,20
0,3,11,15,61,2,0,68,9
0,3,3,12,19,3,6,21,0
47,4,3,24,57,3,4,68,11
0,2,5,12,39,1,15,31,2
0,4,3,22,30,3,0,47,0
0,2,8,12,58,2,6,55,2
0,4,3,18,12,3,0,25,1
0,2,7,10,47,1,4,46,4
81,3,5,17,99,3,34,63,13
0,3,4,22,29,2,0,46,1
0,3,10,17,53,3,10,49,7
0,2,4,10,19,2,0,25,2
0,2,4,17,35,2,0,48,0
54,3,3,19,64,4,2,74,8
0,2,5,11,32,2,0,38,2
0,3,9,16,74,3,3,81,6
63,2,3,16,75,2,5,71,13
185,4,13,28,249,3,56,195,25
0,3,1,19,0,2,1,16,0
0,3,3,16,27,2,0,38,2
0,2,1,20,7,1,0,26,0
0,3,10,23,45,7,23,34,1
0,4,4,21,24,3,0,43,3
0,2,2,9,1,1,0,8,0
0,2,4,13,26,2,0,35,2
0,2,17,9,85,2,18,63,15
0,2,1,15,8,1,0,26,1
0,2,9,12,43,3,6,44,2
0,4,2,18,1,1,0,15,2
0,4,2,16,9,4,0,21,0
0,3,1,27,0,2,18,7,0
32,2,3,13,42,2,0,47,6
0,2,13,8,64,2,8,51,7
0,2,4,10,26,1,10,22,0
0,4,2,19,6,4,15,9,2
0,3,1,21,5,2,0,24,0
0,3,2,28,11,2,0,40,2
0,3,3,19,16,3,0,35,1
0,8,6,43,39,7,17,48,9
48,3,3,18,58,3,5,63,10
26,3,3,24,36,3,0,56,6
0,3,10,18,87,3,36,63,6
18,2,19,11,109,2,5,98,17
0,4,3,20,19,3,5,34,2
0,2,2,17,16,2,4,27,0
0,3,2,18,9,2,1,23,0
0,2,8,14,34,2,0,40,3
20,3,4,23,38,3,7,48,8
0,2,3,11,20,1,0,28,1
0,4,3,13,17,4,11,18,1
0,2,1,21,0,1,0,20,0
0,2,2,26,1,1,0,25,0
0,3,3,16,19,2,0,31,1
0,2,1,16,0,1,0,15,0
0,3,4,28,18,2,1,44,1
0,3,4,20,24,2,2,37,1
0,3,2,19,4,2,0,20,0
87,5,3,21,97,4,5,96,18
0,3,2,14,12,2,4,19,0
0,2,7,10,45,1,10,38,4
0,2,4,11,21,1,0,28,2
38,3,3,17,67,3,5,69,7
0,4,5,18,38,2,9,40,3
0,2,2,10,16,2,0,24,0
0,2,4,18,27,2,2,39,0
0,3,1,21,16,2,0,35,0
0,2,3,10,15,2,0,22,1
0,3,2,34,1,2,4,28,0
0,3,8,16,46,2,1,56,2
0,2,5,14,37,1,3,41,4
0,3,2,19,6,2,0,22,0
0,2,11,11,60,1,0,64,9
0,3,4,22,25,2,2,40,1
0,2,2,9,73,1,33,27,25
0,2,4,11,29,2,0,36,2
36,3,2,14,63,5,1,61,4
0,2,4,12,21,1,0,29,1
0,3,4,16,29,2,0,38,4
0,2,11,6,86,1,1,84,7
46,2,3,15,56,2,5,59,10
15,2,5,12,47,1,10,41,4
0,3,7,24,41,3,2,59,4
0,2,6,14,27,1,4,36,1
0,2,2,21,1,1,0,20,0
83,3,3,18,93,3,3,96,14
40,3,2,13,41,2,6,40,6
0,2,5,15,34,1,0,44,3
72,2,2,17,73,1,7,67,15
29,3,4,13,82,7,2,72,7
0,2,5,22,30,1,0,47,2
0,2,3,19,16,2,0,32,0
0,2,3,9,24,1,1,29,0
0,3,10,24,51,3,6,58,6
0,3,7,22,54,2,0,68,2
0,3,4,11,23,3,9,20,0
0,3,3,16,28,3,4,35,1
44,2,3,14,55,2,17,46,4
0,3,4,15,33,2,0,47,3
0,2,1,19,0,1,0,18,0
0,2,1,11,12,1,0,22,0
18,2,12,11,92,1,22,72,9
0,3,2,26,1,2,0,24,0
0,2,5,10,28,2,0,33,1
0,4,7,19,42,4,7,45,2
0,2,5,22,69,2,12,69,6
0,3,3,20,15,3,0,31,0
0,3,2,18,19,2,0,34,0
0,2,4,9,18,1,0,23,1
0,2,22,14,101,1,15,82,18
0,4,3,20,12,3,0,31,2
247,2,2,11,252,2,76,119,71
88,4,7,18,126,4,12,123,7
51,3,4,13,92,7,2,82,7
0,2,7,10,47,1,6,44,4
0,3,10,14,49,3,2,54,6
0,3,3,19,34,2,0,53,2
0,2,2,29,1,1,0,28,0
0,2,4,12,24,1,0,32,1
19,3,3,21,30,3,5,43,5
0,3,2,12,10,2,0,24,2
0,2,7,24,52,2,4,65,4
0,2,2,8,1,1,0,7,0
0,2,3,17,28,2,6,36,0
0,2,6,15,87,2,17,73,13
0,2,11,12,65,1,10,60,11
0,3,1,16,17,2,0,35,1
0,2,2,9,82,1,28,38,28
0,2,10,17,66,1,2,75,6
0,2,3,13,28,2,8,30,0
0,3,6,23,30,4,11,35,2
12,4,3,26,21,3,1,41,2
0,3,4,21,18,3,0,38,1
70,4,3,21,80,3,6,82,15
0,3,3,17,9,2,0,22,0
0,2,12,6,80,1,4,74,9
0,3,13,16,97,3,12,91,9
0,2,4,8,24,1,3,25,2
0,8,5,65,80,7,53,81,0
0,3,3,12,7,2,0,15,0
0,3,3,17,15,2,1,27,0
0,2,6,14,37,2,2,43,0
53,3,3,13,63,4,1,68,8
0,2,12,10,61,1,0,59,7
0,3,3,18,13,3,0,27,0
0,2,5,10,37,2,7,35,2
0,3,7,17,46,2,3,56,4
0,3,9,19,135,2,16,128,6
52,2,2,13,53,1,4,55,6
26,4,4,13,40,3,2,40,7
9,2,3,14,20,2,6,24,2
11,3,4,20,30,2,2,42,3
0,2,3,10,17,1,0,24,0
0,2,12,14,66,1,17,51,6
0,2,2,6,11,1,0,15,1
0,4,4,17,20,3,0,31,2
269,7,5,45,303,3,42,280,19
0,4,7,18,47,2,8,48,2
18,3,5,14,45,3,6,48,5
38,3,5,18,69,3,4,74,9
0,2,6,9,29,1,0,32,2
13,2,2,11,19,1,0,26,3
0,3,4,14,19,2,0,28,0
0,3,2,24,6,2,0,31,1
60,3,3,21,70,3,4,77,12
0,2,6,15,31,1,0,40,4
0,3,2,12,9,2,0,18,1
0,2,8,12,48,2,6,50,5
0,2,2,18,1,1,0,17,0
0,2,6,13,35,1,5,37,2
0,3,1,18,5,2,4,22,1
0,4,3,26,19,2,0,40,3
96,3,3,29,106,3,18,95,24
0,2,10,13,83,2,9,77,6
0,2,13,6,84,1,4,77,10
0,3,5,27,31,3,6,46,1
39,2,5,15,87,2,0,90,8
0,2,6,10,40,2,0,44,3
0,2,3,11,17,1,0,25,1
0,2,3,30,27,2,0,58,1
0,2,3,11,21,1,0,29,1
0,2,3,8,16,1,7,14,0
0,3,4,26,25,2,0,46,2
0,2,12,9,77,2,0,78,6
0,2,3,28,17,2,0,42,1
0,2,6,17,40,2,0,51,1
31,3,5,14,56,4,2,61,6
0,2,3,9,15,2,1,24,1
0,4,5,22,26,2,0,41,2
0,2,4,6,27,2,0,29,0
0,3,5,45,23,3,8,54,3
0,3,2,26,1,2,2,22,0
0,4,3,13,26,4,15,23,1
0,4,12,18,58,6,2,60,6
0,3,4,19,28,3,1,41,0
0,3,4,22,33,3,0,50,0
172,2,3,9,182,2,23,162,9
113,2,3,11,123,2,11,97,24
0,2,3,21,20,1,0,38,1
7,2,4,13,28,2,5,31,2
0,2,4,17,60,2,7,60,6
0,2,4,27,22,1,0,45,2
0,3,4,21,27,4,1,41,1
0,2,4,12,34,2,17,30,2
0,3,3,17,14,2,0,27,1
0,4,1,14,4,2,0,15,1
0,2,7,10,47,1,6,44,4
0,4,1,32,0,2,4,25,1
30,2,4,13,49,1,4,53,8
13,2,22,10,123,1,7,107,23
0,3,5,13,20,3,2,25,0
30,2,5,12,55,2,5,55,4
0,2,4,8,27,1,0,31,0
0,2,2,22,1,1,0,21,0
0,3,2,21,6,2,0,24,0
57,3,6,17,77,2,7,70,12
0,3,7,20,56,2,0,68,5
13,3,10,15,89,2,11,85,8
47,4,3,17,57,3,4,61,11
31,4,5,18,55,3,7,55,5
0,2,2,13,1,1,0,12,0
0,2,2,9,46,1,22,20,16
0,2,8,9,65,1,0,66,5
0,2,2,31,1,1,0,30,0
0,2,2,12,14,1,2,22,0
0,4,2,21,6,4,17,9,2
0,2,13,14,80,2,7,74,7
13,2,2,11,19,1,2,25,2
28,3,6,12,62,3,3,63,9
0,2,11,17,58,1,8,60,7
0,3,7,29,45,3,0,70,2
0,2,4,13,32,2,2,39,0
13,2,2,11,19,1,2,25,2
8,4,4,25,28,4,0,45,3
47,2,3,8,57,2,4,54,10
0,3,9,20,49,3,6,57,6
109,3,3,13,119,3,3,110,21
0,2,1,11,8,1,0,18,0
0,3,1,17,0,1,0,15,1
0,2,8,16,49,2,6,51,4
0,3,5,16,36,2,0,45,4
0,2,2,19,9,1,0,26,0
72,3,4,16,96,4,2,97,13
16,2,2,7,22,1,2,29,3
0,4,3,13,14,4,10,16,1
0,3,2,28,11,2,4,36,1
0,2,5,14,24,1,0,33,1
18,2,3,25,41,1,0,65,4
0,2,2,14,1,1,0,13,0
0,2,9,18,144,1,58,88,19
0,2,1,26,0,1,0,25,0
0,3,1,17,0,2,0,15,0
0,2,2,17,1,1,0,21,1
0,4,12,20,84,2,4,90,10
67,4,3,23,77,4,3,85,13
0,2,2,14,1,1,0,13,0
0,2,6,11,33,2,8,30,1
0,3,1,21,0,1,1,18,1
0,3,9,14,48,2,8,44,4
45,7,8,33,72,8,19,69,5
0,3,9,21,64,2,7,72,8
52,3,2,16,55,2,2,67,6
0,2,2,9,64,1,26,28,22
0,3,2,11,13,2,9,12,0
28,2,6,14,53,2,1,59,9
0,2,5,7,26,1,5,23,0
0,3,2,30,1,2,0,28,0
0,2,4,17,17,2,1,33,2
0,2,2,12,15,1,3,21,1
18,2,2,13,19,1,0,27,4
29,3,4,16,44,2,0,51,6
0,2,7,8,53,1,3,51,5
0,2,2,11,19,1,3,25,0
0,3,3,20,10,2,0,26,1
0,2,4,12,21,1,0,29,0
0,2,14,18,85,2,3,86,11
0,2,4,11,30,1,6,31,1
0,4,7,13,41,3,4,45,6
0,15,3,123,8,14,29,86,1
35,5,3,21,45,4,2,58,7
0,4,1,13,4,3,13,5,1
158,2,9,15,210,4,5,172,40
54,3,2,13,59,3,10,51,8
0,2,10,12,55,1,6,51,7
88,5,4,31,105,3,48,76,8
0,2,3,14,17,2,7,21,0
0,4,5,22,21,3,4,32,0
0,2,2,10,76,1,26,38,25
0,2,11,6,71,2,1,69,5
47,2,2,8,54,1,1,51,9
7,2,15,9,99,2,7,85,10
66,3,3,16,77,3,3,79,13
0,2,14,14,80,2,10,70,11
163,2,9,10,234,2,23,171,43
0,2,4,14,14,1,0,24,0
0,4,3,20,21,4,0,36,0
0,2,5,14,61,1,19,39,17
0,2,8,12,44,1,7,41,6
0,2,1,21,0,1,0,20,0
0,2,3,22,26,2,0,44,2
118,4,3,20,128,4,4,126,19
0,2,6,19,40,1,4,49,5
0,2,3,19,17,2,0,33,0
0,6,1,50,0,5,3,42,0
132,3,6,13,163,3,17,152,6
0,2,1,18,10,1,0,27,0
72,2,4,13,82,2,13,63,21
0,2,2,26,1,1,0,25,0
0,4,3,21,15,4,0,31,0
0,2,1,11,18,1,2,26,0
0,3,2,14,122,1,34,63,42
0,2,5,11,25,1,0,31,4
0,2,2,21,1,1,0,20,0
0,3,2,35,1,2,0,33,0
0,3,1,7,5,1,1,13,2
0,2,2,17,10,2,0,25,0
0,2,6,10,45,2,9,40,2
0,3,3,23,13,4,2,28,2
0,3,4,20,19,2,1,33,3
17,2,3,15,27,2,9,27,4
13,2,2,11,19,1,5,22,2
0,3,5,18,25,2,9,28,3
0,4,4,26,69,2,44,49,2
0,4,4,16,28,3,0,38,2
0,2,8,17,55,1,4,64,5
13,2,2,11,19,1,3,24,2
0,3,2,16,21,2,0,39,1
0,4,2,30,15,3,4,36,1
23,3,5,23,41,3,12,41,6
0,3,2,19,1,2,0,17,0
0,2,5,11,30,2,0,36,1
0,2,19,18,118,2,7,110,12
0,2,1,15,9,1,0,23,0
0,3,2,15,10,3,0,26,1
74,3,4,15,100,3,28,72,16
43,4,3,17,63,3,4,67,5
0,2,3,13,26,2,0,36,0
0,3,10,15,37,4,14,31,6
0,3,3,16,22,2,2,31,2
38,3,3,22,48,2,4,60,9
0,2,16,7,87,1,8,74,12
0,3,9,35,79,3,3,105,7
0,2,2,9,82,1,31,35,28
0,3,2,13,9,3,1,18,0
0,2,2,9,46,1,21,21,16
0,2,19,8,108,1,10,87,16
0,4,3,22,13,3,3,27,1
0,3,10,21,68,2,0,78,6
0,3,4,16,34,2,0,43,4
0,2,6,20,30,2,0,48,3
0,2,7,12,36,1,11,30,3
0,2,10,11,65,1,10,60,10
0,2,3,12,22,1,0,31,2
0,2,9,13,55,1,2,57,8
21,2,3,10,34,2,3,39,5
39,2,8,9,83,4,10,68,7
45,4,3,26,55,4,2,70,10
0,2,3,11,20,2,0,28,0
0,3,2,29,1,2,0,27,0
0,2,1,20,0,1,0,19,0
0,4,3,20,22,3,5,37,2
0,3,1,17,8,2,0,23,0
0,2,6,12,35,1,10,29,3
0,3,4,16,34,2,0,45,2
0,3,6,20,27,1,0,40,2
0,2,10,13,60,2,4,59,6
0,2,2,14,1,1,0,13,0
88,2,8,29,191,2,84,123,7
0,3,4,15,23,3,0,33,0
0,2,5,13,32,1,7,33,2
238,3,3,17,248,3,26,229,12
0,2,4,11,24,1,0,31,2
0,2,5,11,34,2,0,40,1
0,2,2,27,1,1,0,26,0
183,4,11,32,241,3,57,193,22
0,2,1,14,9,1,0,22,0
0,3,7,28,41,3,2,59,5
0,3,13,10,63,4,4,65,8
0,5,2,25,10,4,0,29,1
0,3,2,14,1,1,0,12,1
0,3,4,16,31,2,0,40,4
0,2,8,6,76,1,3,75,1
0,3,4,20,15,2,3,27,3
0,3,6,16,30,2,6,33,5
0,3,4,16,29,2,0,40,2
0,3,12,19,68,2,19,55,9
0,3,2,21,12,2,0,34,2
0,3,2,14,1,2,0,12,0
0,2,4,13,27,2,0,36,0
13,3,3,19,23,2,0,37,3
0,3,7,11,30,2,4,29,1
0,2,4,30,27,1,0,57,3
0,3,3,15,22,3,2,35,1
0,2,10,15,64,1,18,55,1
0,2,2,11,15,1,0,24,0
0,2,8,14,47,2,6,47,5
0,3,7,15,39,2,8,38,4
0,2,2,12,1,1,0,11,0
0,2,4,11,27,1,6,28,3
0,3,2,26,1,2,0,24,0
0,2,2,12,9,2,0,19,0
0,3,3,16,19,2,0,31,1
39,3,4,15,57,3,18,52,3
0,3,3,16,20,2,0,32,1
10,2,12,13,85,1,0,85,10
116,2,3,9,126,2,6,112,20
0,2,2,11,20,2,0,29,0
36,4,3,19,46,3,4,54,9
0,3,2,24,1,2,0,22,0
0,3,5,18,20,3,6,26,0
0,3,2,27,1,2,0,25,0
0,3,2,14,5,3,0,20,1
0,2,6,11,61,2,19,47,0
0,2,3,12,13,1,0,26,2
0,2,14,11,73,1,10,64,12
0,2,12,17,94,1,0,103,8
0,2,6,15,92,2,8,88,12
0,3,9,19,59,2,0,72,5
0,2,2,6,17,1,0,21,1
0,3,5,16,39,2,9,40,1
0,2,5,7,22,1,3,21,0
0,7,2,47,1,5,2,39,1
0,2,3,6,22,1,0,25,2
0,2,2,10,12,1,10,10,1
0,2,4,15,28,1,0,39,1
0,2,5,12,28,2,0,35,1
0,3,3,10,19,3,0,25,0
0,3,3,11,23,3,4,30,1
0,2,2,17,8,2,0,23,0
0,3,5,26,34,3,1,57,2
0,2,9,11,55,2,5,52,4
0,2,2,12,1,1,0,11,0
0,2,3,18,25,1,0,40,0
147,2,3,20,157,2,9,141,25
0,2,21,14,113,1,10,100,16
0,3,3,22,28,2,2,43,2
10,3,9,25,68,5,4,80,4
0,3,4,12,29,3,10,30,2
0,2,5,18,38,1,7,44,2
0,2,2,9,25,1,0,32,1
80,3,3,10,90,3,5,83,14
0,3,7,12,58,3,2,60,1
0,3,3,21,14,2,0,31,1
0,2,2,24,1,1,0,23,0
55,2,3,25,65,2,25,52,11
0,2,2,10,1,1,0,9,0
0,2,11,22,53,1,14,50,6
0,3,14,18,91,3,6,88,11
0,2,2,25,1,1,0,24,0
0,3,3,15,20,2,0,30,2
0,2,3,12,25,1,12,22,0
0,3,5,27,36,3,0,57,0
0,2,4,9,34,2,0,39,0
218,3,3,23,228,2,24,220,10
0,2,9,13,45,2,4,45,1
0,2,4,14,31,2,5,34,4
0,2,3,14,17,1,3,25,1
0,2,4,18,28,1,0,42,1
87,2,4,12,144,13,30,112,5
0,2,3,13,19,2,2,31,1
0,2,12,10,74,1,10,66,10
0,2,2,12,14,1,0,24,0
0,2,3,18,14,2,0,33,2
0,3,1,22,13,2,0,37,1
0,3,5,16,26,2,0,35,5
0,2,2,15,1,1,0,14,0
0,2,7,8,42,2,5,38,2
13,2,2,11,19,1,0,25,4
0,2,2,8,1,1,0,7,0
0,2,3,14,21,2,10,22,0
0,2,7,6,38,1,0,37,6
0,2,2,9,73,1,30,30,25
0,3,3,20,8,2,0,24,0
0,3,9,23,65,6,3,78,2
0,3,3,16,21,2,0,33,1
0,2,11,19,45,1,8,45,6
0,2,4,14,17,1,0,27,1
0,2,2,30,1,1,0,29,0
38,3,3,17,52,3,8,50,8
13,2,13,10,102,1,7,93,15
0,2,7,10,42,1,4,41,4
0,4,4,19,22,3,0,35,0
0,2,5,17,29,1,0,41,0
0,2,4,10,28,1,10,24,0
0,2,8,22,55,1,0,69,5
0,2,3,12,20,2,3,31,1
265,7,5,45,299,3,44,273,20
47,3,3,22,57,2,4,67,11
114,3,3,23,124,7,8,120,17
0,2,3,8,22,1,7,20,0
71,2,3,17,81,3,4,83,13
0,2,5,19,28,1,1,41,3
0,2,4,21,27,1,0,42,4
0,2,4,7,30,1,0,33,1
122,3,3,13,132,3,2,118,22
0,2,7,9,49,1,7,44,4
0,2,6,7,37,2,0,38,1
0,2,2,23,1,1,0,22,0
0,3,5,17,39,2,0,50,3
0,2,2,17,1,1,0,16,0
0,3,1,20,9,2,0,27,0
0,3,2,29,1,2,0,27,0
55,2,3,11,65,2,4,63,12
0,13,4,73,119,10,21,160,5
0,3,2,16,10,3,0,23,0
135,2,3,13,150,3,26,100,39
0,3,3,19,21,3,0,36,0
0,3,2,20,9,3,0,26,0
0,3,8,13,45,2,0,49,3
25,3,3,17,37,3,5,40,6
0,3,10,21,67,4,2,75,2
0,4,2,29,1,2,0,26,1
0,2,3,15,12,2,0,24,0
96,3,3,16,106,3,5,101,18
0,2,6,18,56,2,10,62,3
70,3,3,14,98,6,8,73,15
0,4,3,26,23,3,0,48,2
0,3,4,11,14,2,0,20,1
0,2,4,22,25,2,0,43,1
0,2,4,17,43,2,0,56,0
61,2,4,10,75,2,31,49,8
0,2,5,10,32,2,0,37,1
0,3,6,20,23,2,11,25,1
0,2,2,22,1,1,0,21,0
0,2,6,18,33,2,0,45,4
0,2,4,11,25,1,3,27,3
0,4,2,15,11,3,12,14,1
0,2,5,8,24,1,0,27,3
0,2,1,16,0,1,0,15,0
74,4,3,27,84,3,6,92,15
0,2,13,8,70,1,2,67,11
0,2,11,15,62,1,5,65,11
0,2,5,10,31,2,6,30,1
0,3,1,30,32,2,0,57,3
0,2,7,15,26,2,5,29,5
0,3,2,16,11,2,0,24,0
0,2,5,13,34,2,1,41,2
0,3,14,13,70,4,0,68,2
0,2,2,17,8,1,0,27,1
0,2,18,14,95,1,4,87,15
55,4,3,29,65,3,2,85,9
38,4,3,16,48,4,2,55,8
0,2,3,15,19,2,0,31,0
0,3,5,15,26,2,0,34,2
0,4,1,15,15,3,16,15,1
0,2,3,19,18,2,4,30,0
29,2,2,11,57,5,1,53,3
67,2,3,16,77,2,5,79,12
265,2,2,11,270,2,92,116,77
0,2,4,12,22,1,0,30,2
0,2,20,13,88,2,14,71,18
65,2,4,12,122,10,27,96,5
16,2,4,20,39,2,2,52,2
60,3,3,26,70,3,5,81,12
0,2,2,17,16,1,0,31,1
0,3,4,27,28,2,0,54,3
0,2,5,21,37,2,0,53,2
0,20,3,190,43,9,91,121,11
0,2,4,20,23,2,2,37,0
0,2,4,21,23,2,0,40,0
64,3,3,14,74,3,5,73,12
