test_size,num_train,accuracy
0.01,912.0,0.7365728900255755
0.05,4558.0,0.7949846468781987
0.1,9116.0,0.8104912998976458
0.15,13675.0,0.826616618324518
0.2,18233.0,0.8329622520793347
0.25,22792.0,0.8371212121212122
0.3,27350.0,0.8439344821702781
0.45,41025.0,0.8549849286242394
0.5,45584.0,0.8568386568386568
0.55,50142.0,0.8632294090274545
