test_size,num_train,accuracy
0.01,456.0,0.6989795918367346
0.05,2279.0,0.7557830092118731
0.1,4558.0,0.7948822927328557
0.15,6837.0,0.8004776526782666
0.2,9116.0,0.8068065506653019
0.25,11396.0,0.8153562653562654
0.3,13675.0,0.8228971165330148
0.45,20512.0,0.8356687898089172
0.5,22792.0,0.8368345618345618
0.55,25071.0,0.8437412750116333
