test_size,num_train,accuracy
0.01,1367.0,0.7604770017035776
0.05,6837.0,0.8037529853292392
0.1,13675.0,0.8259341409315816
0.15,20512.0,0.8346223839854414
0.2,27350.0,0.8428595802764033
0.25,34188.0,0.8504777504777504
0.3,41025.0,0.8556674060171756
0.45,61538.0,0.8649654963221355
0.5,68375.0,0.870126945126945
0.55,75212.0,0.8729517605087638
