test_size,num_train,accuracy
0.01,2279.0,0.7707267144319345
0.05,11396.0,0.8171171171171171
0.1,22792.0,0.8366912366912367
0.15,34188.0,0.8500273000273001
0.2,45584.0,0.8598382473382473
0.25,56979.0,0.865061425061425
0.3,68375.0,0.8705091455091456
0.45,102563.0,0.8801028301028302
0.5,113958.0,0.8822317772317773
0.55,125354.0,0.8841597796143251
